Counter_Type,Counter_Height,Dome,Section,Meter,Sample,Formation,Group,Composite_Height,Use,Microanalysis_Type,Facies,WaterDepth,Min,d13C,d18O,d13Corg,CAP13C,d34SCAS,d34Spy,Dd34S,TOC,Pyrite,SO4,Ca44_40,Ca44_42,Ca44_43,d26Mg,d25Mg,Mn_ppm,Sr_ppm,Fe_ppm,Na_ppm,Mg_ppm,Al_ppm,P_ppm,S_ppm,K_ppm,Ca_ppm,Ti_ppm,Li_ppm,Be_ppm,B_ppm,Sc_ppm,V_ppm,Cr_ppm,Ba_ppm,Cd_ppm,Cu_ppm,Ni_ppm,Pb_ppm,Zn_ppm,Y_ppm,Zr_ppm,Mg_MgCa,Sr_Ca_mmol_mol,Mg_Ca_mmol_mol,Mn_Ca_mmol_mol,U_Ca_mmol_mol,Mn_Sr_mmol_mol,Mn_Sr_ppm,Al_Acetic_ppm,Ca_Acetic,Fe_Acetic_ppm,K_Acetic_ppm,Mg_Acetic_ppm,Mn_Acetic_ppm,Na_Acetic_ppm,S_Acetic_ppm,Sr_Acetic_ppm,N,mean_pct_carb,d13C_VPDB,d18O_VPDB_mineral,d18Ow_VSMOW,d18Ow_VSMOW_1SE_lower,d18Ow_VSMOW_1SE_upper,d18Ow_VSMOW_2SE_lower,d18Ow_VSMOW_2SE_upper,d18Ow_VSMOW_lower,d18Ow_VSMOW_upper,D47,SE,SE_2,SD,CL_95_pct,T_MIT,T_MIT_SE_lower,T_MIT_SE_upper,T_MIT_2SE_lower,T_MIT_2SE_upper,T_MIT_95CL_lower,T_MIT_95CL_upper,D48,D48_SE,D48_SD,D48_95_CL,Mineralogy,Type,Form_T,err_Form_T,Calibration,Author,ordering_ratio,Mg,alt_Sample,Counter,Location,Country_Min,Formation,T_Petersen,d47_VPDB,d18Ow_VSMOW_MK77,d18Ow_VSMOW_MK77_upper,d18Ow_VSMOW_MK77_lower,d18Ow_VSMOW_H14,d18Ow_VSMOW_H14_upper,d18Ow_VSMOW_H14_lower,d18Ow_VSMOW_H14_lower,d18Ow_VSMOW_V05,d18Ow_VSMOW_V05_upper,d18Ow_VSMOW_V05_lower,d18Ow_VSMOW_KON97,d18Ow_VSMOW_KON97_upper,d18Ow_VSMOW_KON97_lower,d18Ow_VSMOW_A21,d18Ow_VSMOW_A21,d18Ow_VSMOW_A21_upper,d18Ow_VSMOW_A21_lower,Data_Reference,Published
573,,MD,MDS,36,MDS_36,Shuram,peak,614.3,0,,,,CA,,,,,,,,,,,,,,,,926,188,4100,600,3100,2200,400,370,800,407000,800,,,,,7.16,,5.82,1.12,0,0,2.6,7.76,15.3,6.24,,,,,,,,313.62,577371.61,2152.01,259.13,4415.96,724.84,267.86,268.16,818.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
83,,MD,MDS,36,MDS_36,Shuram,peak,614.3,0,,,,CA,-8.98,-9.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
447,,SOSB,TM6,2795,TM6_2795,Shuram,peak,614.6364593,0,,,,CA,-12.75,-6.69,,,,,,6.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes
82,,MD,MDS,39.5,MDS_39.5,Shuram,peak,617.8,0,,,,CA,-9.41,-9.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1013,,GSB,MQT,3540,MQT_3540,Shuram,rec,618.8227848,0,,silty limestone,,CA,-6.55,-7.06,-29.0486961,22.5,23.70014204,-16.43339263,40.13353467,,,1600,,,,,,257,,7600,1220,29700,5100,370,10660,2600,220000,,15,0.7,24,1.7,12,13.1,,,,,,,,,0.118942731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
81,,MD,MDS,41.5,MDS_41.5,Shuram,peak,619.8,0,,,,CA,-9.32,-9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
80,,MD,MDS,43.5,MDS_43.5,Shuram,peak,621.8,0,TS,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
79,,MD,MDS,43.5,MDS_43.5,Shuram,peak,621.8,0,,,,CA,-9.04,-8.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
41,,MD,MDS,45,MDS_45,Shuram,peak,623.3,0,,,,CA,-8.8,-9.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
61,,GSB,MQT,3536,MQT_3536,Shuram,rec,626.9873418,0,,silty limestone,,CA,-6.9,-6.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
446,,SOSB,TM6,2790,TM6_2790,Shuram,peak,629.8342532,0,,,,CA,-11.75,-7.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes
528,,MD,MDS,53.5,MDS_53.5,Shuram,rec,631.8,0,TS,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
574,,MD,MDS,53.5,"MD5_53.5									",Shuram,rec,631.8,0,,,2,CA,-7.51,-8.33,,,,,,,,,-0.811800917,-0.000421356,-0.002381321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.402627491,19.65704712,853.5373182,0.182091896,2.11991813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Busch_2022,Yes
1653,,MD,MDS,53.5,MDS_53.5,Shuram,rec,631.8,0,,,,CA,,,,,,,,,,,,,,,,437,342,4400,700,5000,4100,300,1620,1600,356000,1600,,,,,5.36,,15.9,0,0,0,0,8.38,7.6,5.94,,,,,,,,424.38,321694.27,217.04,319.25,5437.38,479.66,368.65,1961.68,409.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
78,,MD,MDS,53.5,MDS_53.5,Shuram,rec,631.8,0,,,,CA,-7.66,-8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1456,,GSB,MQT,3530,MQT_3530,Shuram,rec,632.4303797,0,,silty limestone,,CA,-6.77,-6.66,-29.7853236,23.02,23.383476,-17.81537846,41.19885446,,,560,,,,,,219,,9400,1270,16800,4100,640,7080,2000,174000,200,11.7,0.5,24,1.5,10,11.3,,,,,,,,,0.093364198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
287,,GSB,MQT,3526,MQT_3526,Shuram,rec,640.5949367,0,,silty limestone,,CA,-6.53,-6.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
77,,MD,MDS,65,MDS_65,Shuram,rec,643.3,0,TS,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
42,,MD,MDS,65,MDS_65,Shuram,rec,643.3,0,,,,CA,-7.41,-7.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
445,,SOSB,TM6,2785,TM6_2785,Shuram,peak,645.0320471,0,,,,CA,-10.31,-5.98,-34.7,24.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes
1014,,GSB,MQT,3520,MQT_3520,Shuram,rec,646.0379747,0,,silty limestone,,CA,-6.5,-6.6,-30.70365255,24.21,23.8163916,-14.53680606,38.35319766,,,1400,,,,,,172,,5000,570,93800,3100,150,17590,1500,185000,,9.6,0.4,23,1.3,9,9.6,,,,,,,,,0.109947644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
1015,,GSB,MQT,3516,MQT_3516,Shuram,rec,651.4810127,0,,silty limestone,,CA,-6.31,-6.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
60,,GSB,MQT,3512,MQT_3512,Shuram,rec,654.2025316,0,,silty limestone,,CA,-6.2,-6.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
1016,,GSB,MQT,3510,MQT_3510,Shuram,rec,659.6455696,0,,silty limestone,,CA,-6.02,-6.54,-31.3120523,25.29,23.3417724,-14.86594519,38.20771759,,,580,,,,,,132,,3700,840,26300,2100,310,8090,1100,272000,,9.6,0.4,18,0.8,6,7.6,,,,,,,,,0.088166276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
444,,SOSB,TM6,2780,TM6_2780,Shuram,peak,660.229841,0,,,,CA,-10.28,-6.35,-35.2,24.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes
1457,,GSB,MQT,3506,MQT_3506,Shuram,rec,667.8101266,0,,silty limestone,,CA,-5.84,-7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
443,,SOSB,TM6,2775,TM6_2775,Shuram,peak,675.4276349,0,,,,CA,-8.92,-6.24,,,,,,12.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes
1017,,GSB,MQT,3500,MQT_3500,Shuram,rec,675.9746835,0,,silty limestone,,CA,-6.08,-8.74,-31.56166667,25.48,22.10412101,-10.7135512,32.81767221,0.1035,0.110721406,600,,,,,,121.824,1300,3840,260,12940,1700,380,13365.08905,1040,224960,,6.708,0.17,,0.903,7.285,14.792,,,,,,,,,0.054392602,,,,,,0.093710769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
59,,GSB,MQT,3494,MQT_3494,Shuram,rec,681.4177215,0,,silty limestone,,CA,-5.9,-7.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
1018,,GSB,MQT,3490,MQT_3490,Shuram,rec,686.8607595,0,,silty limestone,,CA,-5.77,-6.64,-30.7151112,24.94,24.09682977,-13.58657764,37.68340741,,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
1654,,MD,MDS,109.6,"MDS_109.6									",Shuram,rec,687.9,0,,,2,CA,-8.89,-7.33,,,,,,,,,-0.963608373,-0.115453154,-0.092596632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.011091724,43.19725875,1985.104946,0.231617543,1.963328251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Busch_2022,Yes
529,,MD,MDS,109.6,MDS_109.6,Shuram,rec,687.9,0,,,,CA,,,,,,,,,,,,,,,,821,619,8700,800,10800,6000,800,2280,2500,324000,2500,,,,,8.55,,25.5,0,1.82,0,0,7.91,13.4,6.52,,,,,,,,642.36,306496.55,2739.78,628.38,10775.96,1004.17,413.92,2703.31,814.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
575,,MD,MDS,109.6,MDS_109.6,Shuram,rec,687.9,0,,,,CA,-9.06,-7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
442,,SOSB,TM6,2770,TM6_2770,Shuram,peak,690.6254288,0,,,,CA,-8.49,-6.48,,,,,,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes
1019,,GSB,MQT,3486,MQT_3486,Shuram,rec,695.0253165,0,,silty limestone,,CA,-5.67,-6.44,,,,,,,,,,,,,,126,,3800,1170,36600,2700,300,17930,1300,233000,,13.4,0.2,26,0.6,7,7.4,,,,,,,,,0.135756677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
1458,,GSB,MQT,3480,MQT_3480,Shuram,rec,700.4683544,0,,silty limestone,,CA,-5.58,-7.22,-31.0425012,25.46,24.56038445,-9.404628447,33.9650129,,,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
441,,SOSB,TM6,2765,TM6_2765,Shuram,peak,705.8232226,0,,,,CA,-8.31,-6.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes
1459,,GSB,MQT,3476,MQT_3476,Shuram,rec,705.9113924,0,,silty limestone,,CA,-5.6,-6.7,-27.81481245,22.21,22.73456456,-10.11788891,32.85245347,0.1472,0.168936719,560,,,,,,118.624,1580,4450,370,34680,2940,260,23381.05891,1670,212680,,18.937,0.227,,1.143,10.728,14.653,,,,,,,,,0.140200517,,,,,,0.075078481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
58,,GSB,MQT,3472,MQT_3472,Shuram,rec,711.3544304,0,,silty limestone,,CA,-5.6,-7.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
1020,,GSB,MQT,3468,MQT_3468,Shuram,rec,716.7974684,0,,silty limestone,,CA,-5.33,-6.7,-29.5114073,24.18,23.85008457,-7.532273269,31.38235784,,,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
440,,SOSB,TM6,2760,TM6_2760,Shuram,peak,721.0210165,0,162.51,,,CA,-8.27,-7.14,-33.69,25.42,,,,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes
57,,GSB,MQT,3464,MQT_3464,Shuram,rec,722.2405063,0,,silty dolostone,,DL,-5.5,-6.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
1021,,GSB,MQT,3460,MQT_3460,Shuram,rec,727.6835443,0,,silty dolostone,,DL,-5.39,-5.84,-27.3532855,21.97,23.91370049,-2.962722537,26.87642302,,,1500,,,,,,158,,5200,1190,52400,4500,490,18010,1900,197000,,25.6,0.2,34,1,10,10.5,,,,,,,,,0.21010425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
56,,GSB,MQT,3456,MQT_3456,Shuram,rec,735.8481013,0,,silty dolostone,,DL,-4.97,-5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
439,,SOSB,TM6,2755,TM6_2755,Shuram,peak,736.2188104,0,,,,CA,-8.28,-5.81,-34.08,25.8,,,,10.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes
1022,,GSB,MQT,3450,MQT_3450,Shuram,rec,744.0126582,0,,silty dolostone,,DL,-3.7,-1.38,-27.45818389,23.76,23.27833561,-11.50500147,34.78333708,0.1447,0.211709063,11700,,,,,,172.488,1070,6780,1100,79480,7140,330,39861.93681,2700,161200,111.16316,61.007,0.316,1.695,2.205,19.66,29.768,,,,,,,,,0.330231012,,,,,,0.161203738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
55,,GSB,MQT,3444,MQT_3444,Shuram,rec,749.4556962,0,,silty dolostone,,DL,-4.91,-2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
438,,SOSB,TM6,2750,TM6_2750,Shuram,peak,751.4166043,0,,,,CA,-8.02,-6.23,-32.22,24.2,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes
43,,MD,MDS,176,MDS_176,Shuram,rec,754.3,0,,,,CA,-7.95,-7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1023,,GSB,MQT,3440,MQT_3440,Shuram,rec,754.8987342,0,,silty dolostone,,DL,-4.82,-2.16,-29.85134725,25.03,22.78383813,-13.65915155,36.44298969,,,3500,,,,,,82,,2700,1070,84500,1100,110,30960,500,205000,,6.8,,20,0.1,3,7,,,,,,,,,0.291882556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
530,,MD,MDS,180.5,"MDS_180.5									",Shuram,rec,758.8,0,,,2,CA,-7.94,-7.48,,,,,,,,,-1.218214384,-0.2290107,-0.160475052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.052869834,37.65651105,1509.675099,0.238113713,1.433866799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Busch_2022,Yes
576,,MD,MDS,180.5,MDS_180.5,Shuram,rec,758.8,0,,,,CA,,,,,,,,,,,,,,,,697,838,5800,500,8600,3500,600,670,1500,356000,1500,,,,,4.78,,28,0,2.41,2.06,0,5.56,8.89,4.37,,,,,,,,402.38,446846.93,2008.66,335.18,9881.97,768.53,185.52,641.35,1074.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
54,,GSB,MQT,3436,MQT_3436,Shuram,rec,760.3417722,0,,silty dolostone,,DL,-4.74,-2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
1024,,GSB,MQT,3432,MQT_3432,Shuram,rec,765.7848101,0,,silty dolostone,,DL,-4.81,-2.1,-31.03649905,26.23,22.85566587,-12.23278556,35.08845143,,,2300,,,,,,77,,3000,940,92100,1300,140,28890,600,213000,,10.6,0.1,22,0.1,3,8.5,,,,,,,,,0.30186824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
437,,SOSB,TM6,2745,TM6_2745,Shuram,peak,766.6143982,0,,,,CA,-8.16,-5.77,-33.42,25.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes
1460,,GSB,MQT,3428,MQT_3428,BuahBirba,rec,768.5063291,0,,dolostone,,DL,-4.33,-1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
53,,GSB,MQT,3426,MQT_3426,BuahBirba,rec,776.6708861,0,,dolostone,,DL,-4.55,-1.87,-31.18433333,26.63,22.14380913,-12.3019367,34.44574583,0.1534,0.093125781,690,,,,,,72.313,1010,3060,380,76880,1540,150,35252.91482,660,185980,,11.973,0.148,,0.54,9.767,23.994,,,,,,,,,0.292475082,,,,,,0.07159703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
44,51,MD,MDS,200,MDS_200,Shuram,peak,778.3,0,,Pack.,,CA,-7.96,-7.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,82.7,-7.92,-7.597375917,0.5,1.3,1.3,2.6,2.6,2.5,2.6,0.4921,0.0171,0.0342,0.0068,0.0336,66.9,8.3,8.9,16,18.6,15.7,18.3,0.1806,0.0733,0.0933,0.1447,Calcite,,,,,,,,,,Oman,Oman_CA,Shuram,71.7,-15.51737592,-0.4,2.6,2.6,-1.2,2.7,2.7,2.7,-0.5,2.3,2.4,2.2,2.7,2.5,0.5,0.5,2.6,2.5,this study,No
1655,,MD,MDS,200,MDS_200,Shuram,rec,778.3,0,TS_EPMA,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
76,,MD,MDS,200,"MDS_200									",Shuram,rec,778.3,0,,,2,CA,-7.71,-7.8,,,,,,,,,-1.120639359,-0.192053635,-0.084282232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.078384687,12.582532,2011.578842,0.180330019,1.86536295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Busch_2022,Yes
1381,,MD,MDS,200,MDS_200,Shuram,rec,778.3,0,,,,CA,,,,,,,,,,,,,,,,922,679,6900,800,4100,3400,900,660,1700,356000,1700,,,,,5.78,,77.3,0,3.64,0,2.08,4.82,10.1,4.23,,,,,,,,326.99,490761.97,2691.2,390.15,3904.91,1153.45,814.07,714.01,915.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
436,,SOSB,TM6,2740,TM6_2740,Shuram,peak,781.8121921,0,,,,CA,-8.83,-5.34,-34.33,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes
